user_id,movie_id,rating,timestamp
15,40,2,1600239968
15,35,3,1603440866
15,19,2,1603878363
15,43,2,1607435697
15,25,3,1605898885
15,14,2,1605688238
15,38,3,1609594731
15,4,2,1600533634
15,17,2,1603932747
15,23,3,1604623636
15,31,2,1607556855
15,42,3,1609234082
15,5,2,1605785267
15,22,2,1602131018
15,33,3,1608210710
16,37,2,1600809178
16,42,2,1607932310
16,18,3,1602562605
16,45,2,1600721037
16,14,3,1606417954
16,39,3,1601021469
16,23,2,1606970199
16,13,3,1600463001
16,10,2,1605712044
16,41,3,1608043846
16,12,3,1605453174
16,38,4,1606124152
16,25,4,1602409381
16,21,3,1607026492
16,43,3,1602943295
16,44,2,1603283616
16,19,2,1603011786
16,26,2,1600095028
16,29,2,1604319453
16,4,2,1604948008
16,32,2,1602414165
16,31,3,1607204776
16,1,3,1600575919
17,16,3,1604109803
17,44,2,1606040502
17,30,4,1605547094
17,32,3,1603021372
17,42,2,1604854042
17,39,2,1605353912
17,10,2,1601353324
17,27,2,1606034722
17,7,3,1609258415
17,28,3,1604070028
17,19,3,1607951036
17,18,3,1607749972
17,34,2,1604460276
17,6,4,1602233706
17,38,4,1606094645
17,41,4,1604961828
17,25,3,1607732752
17,45,2,1602408630
17,40,2,1609983526
18,43,2,1606721308
18,6,5,1608241353
18,10,3,1609958665
18,35,3,1609249677
18,9,3,1608494630
18,32,3,1605655635
18,21,3,1600161445
18,24,3,1603834242
18,31,2,1600684029
18,3,3,1605337355
18,29,3,1603999694
18,22,1,1603308505
18,16,3,1601361303
18,41,3,1604201765
18,30,4,1601046161
18,4,2,1606674851
18,2,2,1606983604
18,39,3,1601897501
18,18,3,1609061826
18,20,3,1603885250
19,43,3,1605988099
19,27,3,1607069337
19,25,2,1603033349
19,13,2,1609910074
19,21,3,1604902825
19,9,3,1607068132
19,12,3,1606299492
19,39,3,1605798946
19,29,3,1609724700
19,31,4,1606049850
19,14,3,1608556255
19,38,3,1602333679
19,2,4,1601581420
19,8,2,1600786261
19,42,4,1603079042
19,16,2,1606665769
19,6,3,1605968633
19,26,3,1606898046
19,17,2,1604093886
20,26,3,1607156406
20,20,2,1600421280
20,39,2,1600909245
20,31,2,1603289791
20,27,4,1600592632
20,14,4,1601162189
20,25,3,1605730385
20,23,3,1606713070
20,3,2,1608168326
20,16,3,1609024327
21,6,2,1603502626
21,42,4,1602118433
21,20,3,1605553535
21,33,2,1608607009
21,11,1,1609373740
21,14,3,1608852545
21,35,2,1602681206
21,43,3,1607290213
21,23,2,1602857281
21,40,3,1609971822
21,26,2,1600751518
21,44,2,1602332214
21,30,2,1605081820
22,34,3,1605134544
22,6,4,1600814422
22,5,2,1602263429
22,33,4,1603135812
22,44,3,1603641771
22,3,3,1606428099
22,9,3,1600960652
22,16,3,1602188370
22,28,3,1606985945
22,12,3,1609144220
22,37,3,1603144311
22,2,2,1600285622
22,26,3,1605170080
22,7,4,1604705815
23,26,2,1603110691
23,24,1,1601358097
23,22,3,1604510784
23,42,2,1609678075
23,36,3,1609179253
23,33,3,1603287093
23,1,1,1602338377
23,10,2,1600806564
23,8,3,1600737954
23,45,2,1602908056
23,6,3,1605934261
23,34,2,1604510579
23,39,2,1607563493
23,2,2,1602535232
23,29,3,1604532688
23,43,3,1607579751
23,38,3,1602345704
23,5,2,1608811940
23,27,4,1602607622
24,6,2,1602235883
24,14,4,1600308617
24,39,2,1600744748
24,18,4,1609686427
24,1,2,1609422794
24,44,2,1606024293
24,20,2,1606193367
24,31,2,1608741022
24,21,4,1602963944
24,17,4,1603948401
24,19,2,1600124932
24,5,1,1606850807
24,40,2,1606280757
24,34,1,1602592316
24,37,1,1605895725
24,10,2,1609783893
24,26,2,1602664749
24,12,2,1607246813
24,15,3,1602921989
25,9,2,1607990001
25,35,3,1609000789
25,10,2,1605265481
25,3,3,1606702692
25,27,2,1600281854
25,20,2,1606662314
25,14,3,1607083610
25,40,1,1607842680
25,8,3,1601901740
25,7,2,1605648393
25,21,4,1604641094
25,42,2,1602707184
25,37,2,1605875293
25,15,3,1601965730
25,29,2,1609064281
26,32,2,1606210958
26,6,2,1606025095
26,8,3,1600225391
26,24,3,1603632632
26,35,3,1604608474
26,21,2,1609813271
26,19,3,1603291070
26,34,3,1606835735
26,15,1,1604467223
26,40,3,1603792824
26,7,3,1600137686
26,16,2,1603314344
26,14,3,1600049976
26,25,2,1602027320
26,33,3,1601812105
26,12,3,1609784404
26,3,2,1606330034
26,31,4,1600045475
26,28,3,1608080552
26,39,3,1609232689
26,43,4,1606483485
27,19,2,1602723408
27,26,3,1604784808
27,12,3,1604654419
27,18,2,1608430899
27,34,2,1607432300
27,13,3,1607637174
27,7,1,1608725977
27,30,3,1604507167
27,42,3,1601876336
27,43,3,1607541586
27,45,2,1602887757
27,23,4,1602468665
28,15,2,1605995802
28,23,3,1606439051
28,18,2,1609579064
28,36,3,1609378637
28,32,3,1601657888
28,21,3,1602585917
28,42,2,1607557845
28,9,2,1601824964
29,36,4,1609787557
29,22,4,1608910762
29,41,1,1609468133
29,38,4,1608280083
29,31,2,1605962859
29,16,2,1604256146
29,45,3,1607632285
29,3,3,1604324660
29,44,3,1600777567
30,32,2,1609838074
30,12,3,1604327802
30,34,2,1603399752
30,5,2,1607081905
30,43,2,1603864044
30,14,3,1608705070
30,11,3,1609278463
30,8,2,1605476420
30,45,2,1606296495
30,30,4,1609726914
30,18,4,1602150205
30,31,3,1604752989
30,35,4,1609757999
30,23,2,1602026110
30,3,3,1605641379
30,20,3,1604566701
30,9,3,1608127333
30,44,2,1608236781
30,7,4,1608815282
30,37,2,1606766886
30,28,4,1608212411
30,17,4,1609581111
30,39,2,1609522362
31,12,3,1608161562
31,9,2,1601707542
31,16,3,1601849395
31,8,2,1606623063
31,26,3,1603138102
31,30,3,1605160324
31,39,3,1607421289
31,31,2,1608450361
31,2,2,1603205228
32,18,2,1604109545
32,10,1,1606622766
32,26,3,1601751797
32,33,2,1606870679
32,4,4,1608038762
32,7,1,1601609184
32,25,3,1607913490
32,24,3,1602328476
32,36,3,1600484273
32,11,2,1605113728
33,10,2,1606360756
33,14,4,1601493551
33,4,1,1603973313
33,8,3,1601166670
33,36,1,1600680667
33,18,2,1605410897
33,2,2,1602014017
33,22,3,1604637203
33,37,3,1604675519
34,25,3,1607683647
34,6,2,1603715929
34,21,3,1601953341
34,35,3,1600973737
34,38,3,1607903498
34,22,2,1606062133
34,18,3,1607640888
34,41,1,1609084140
34,37,2,1606822603
34,12,2,1607250569
34,20,2,1603623425
34,42,2,1603599537
34,1,2,1606298941
34,23,4,1606010224
34,10,3,1600184514
34,43,2,1606736549
34,7,2,1605929949
35,43,4,1608207623
35,18,3,1603649279
35,34,1,1605016239
35,42,5,1604446460
35,17,3,1607293708
35,16,2,1608503197
35,39,3,1601193982
35,11,3,1600506453
35,37,2,1606548894
35,14,3,1602507743
35,9,4,1601555811
35,19,4,1603232452
35,2,5,1604947796
35,38,2,1606886940
35,29,2,1603812010
35,25,2,1603071640
35,35,2,1609934099
35,3,3,1600950922
35,30,2,1601684449
35,41,3,1602999610
36,26,2,1606565792
36,3,4,1609523979
36,40,4,1607505191
36,16,3,1605786572
36,41,4,1609855780
36,17,2,1601858997
36,33,4,1604980249
36,29,3,1601429290
36,15,3,1605188757
36,2,2,1601399769
36,13,4,1606913744
36,6,4,1600439439
37,33,3,1606356605
37,1,2,1604109404
37,3,2,1608749917
37,34,2,1607291916
37,5,2,1600278495
37,13,3,1609711781
37,39,2,1605917054
37,6,3,1601845700
37,28,4,1608304831
37,4,2,1600871535
37,18,4,1601742166
37,45,2,1607627742
37,26,2,1605053929
37,40,2,1600295599
37,42,1,1601557009
37,22,4,1600116841
37,2,2,1605907726
37,11,4,1601604243
37,29,3,1600851161
37,19,2,1601638846
37,10,2,1604230987
38,10,4,1605887774
38,30,2,1607352132
38,5,5,1607534504
38,15,2,1602331348
38,41,2,1606565269
38,9,3,1607199107
38,1,3,1601141452
38,12,2,1606816080
38,11,3,1601230796
38,24,3,1600113936
38,23,2,1604280428
38,27,2,1602433351
38,34,4,1609382586
38,40,3,1600447244
38,2,1,1609227535
38,20,2,1608471414
38,29,2,1604115741
38,36,3,1606778892
38,3,3,1605044829
39,4,4,1606119922
39,3,3,1600217314
39,26,3,1602635122
39,22,3,1602382962
39,32,3,1603466689
39,37,2,1608970512
39,6,2,1604465669
39,39,3,1601945537
39,43,3,1607941238
39,29,2,1600519385
39,5,3,1601572138
39,18,2,1605180703
39,25,2,1600226256
39,21,3,1607849453
39,45,4,1606494290
39,7,2,1603497831
39,20,2,1602848439
39,44,3,1608333920
39,38,3,1608120766
39,36,2,1603531674
39,27,3,1607336302
39,28,3,1608739287
39,24,2,1606792566
40,37,2,1602714766
40,36,2,1602924537
40,13,3,1601074477
40,11,1,1601473300
40,23,2,1600297584
40,8,3,1609794410
40,28,3,1608020497
40,14,2,1601651348
40,33,2,1603352214
40,31,4,1602023615
40,38,3,1605381299
40,43,3,1603018439
40,6,3,1604642681
40,1,3,1606194868
40,29,2,1600427244
40,7,3,1603555912
40,4,3,1602089319
40,22,2,1605125819
40,18,3,1601742955
40,2,3,1607312203
40,30,3,1608878023
41,7,3,1601383640
41,10,4,1606434323
41,11,3,1604563653
41,2,3,1600337283
41,9,4,1609966840
41,4,3,1603699243
41,40,4,1602497934
41,45,3,1606964203
41,5,4,1608284578
41,35,2,1607153314
41,18,2,1603710879
41,26,2,1603534150
41,29,2,1606142314
41,19,3,1600122019
41,42,3,1601765317
41,14,3,1609073102
42,44,4,1600576515
42,18,3,1600759401
42,25,4,1601985681
42,1,2,1604067784
42,17,2,1601549317
42,29,2,1601559657
42,22,3,1608196906
42,23,4,1608830852
42,30,3,1607399839
42,14,3,1606200853
42,21,3,1607622611
42,27,3,1605489612
42,5,1,1608809210
42,35,3,1605568017
42,39,2,1604422888
42,6,3,1603443571
42,20,3,1600297883
42,34,2,1603633646
42,41,2,1601443401
42,10,2,1604155304
42,37,2,1606915096
42,19,2,1602659786
43,3,4,1606257838
43,9,3,1602201580
43,14,3,1601494139
43,20,3,1600069518
43,32,3,1600176355
43,5,3,1606042060
43,43,3,1607230057
43,23,2,1602776374
43,31,2,1606683635
43,1,3,1607300259
43,29,4,1606295425
43,24,3,1608559556
43,35,3,1605521452
43,41,4,1601830314
43,34,3,1603777341
43,19,2,1604371272
43,44,2,1607568370
43,8,2,1602185454
44,6,3,1608479025
44,31,2,1600192458
44,17,2,1604718912
44,38,4,1603896937
44,28,3,1609797399
44,16,2,1608434858
44,33,3,1609739458
44,25,3,1602112368
44,14,3,1606818753
44,15,3,1601418060
44,37,2,1604228087
44,40,2,1605796260
44,34,2,1608537333
44,1,3,1607688659
44,8,3,1609296625
44,12,3,1605232651
44,41,2,1605954632
44,36,3,1608890872
44,26,3,1603346145
44,39,3,1600479809
44,2,3,1602650432
44,24,3,1601767413
45,34,4,1607208387
45,19,2,1604124390
45,41,2,1602656222
45,11,3,1601553744
45,45,2,1604266988
45,32,2,1601841646
45,7,3,1605800545
45,3,3,1601596246
45,23,2,1608194253
46,26,3,1601706930
46,44,2,1605967520
46,18,3,1601578458
46,41,2,1608658123
46,40,2,1607583491
46,37,2,1600671986
46,14,4,1608526508
46,21,3,1607845772
46,4,4,1609891669
46,3,2,1608901674
46,10,2,1600541529
46,16,1,1604348530
46,27,5,1609929627
46,39,2,1608507528
46,24,3,1605910494
46,45,2,1601235382
46,15,2,1608745386
46,7,1,1609686290
46,11,4,1602602352
46,12,3,1601531817
46,42,3,1606619511
46,1,3,1601802502
47,5,2,1609698623
47,34,1,1605254230
47,10,3,1606188753
47,30,3,1609993200
47,2,3,1601048966
47,6,3,1607820783
47,21,2,1609220915
47,40,3,1602089632
47,8,2,1607729578
47,31,3,1600312579
47,20,4,1603518920
47,28,3,1604028604
47,45,2,1609580498
47,3,3,1605224369
47,36,3,1607595853
47,29,3,1607650961
47,33,3,1601944606
47,1,3,1608288515
48,35,2,1604305665
48,15,3,1602889190
48,20,2,1607751938
48,3,3,1607660678
48,32,2,1606395300
48,36,3,1605029792
48,29,3,1609114179
48,24,3,1600828282
48,28,2,1607313367
48,37,4,1607359659
48,45,2,1600317942
48,16,3,1603894456
49,38,3,1601251661
49,16,5,1601114100
49,34,3,1609734409
49,1,3,1602827754
49,18,3,1608239115
49,43,3,1608351184
49,4,2,1603739469
49,2,2,1608642979
49,40,2,1608295953
49,11,2,1609751741
49,8,2,1602211130
49,44,1,1601207739
49,20,3,1605929191
49,17,2,1602702303
49,13,3,1608992719
49,35,4,1609541399
49,21,2,1606594244
49,12,2,1600831635
49,6,5,1607578689
49,24,2,1607557065
49,25,2,1602402110
49,45,3,1601643083
49,19,3,1609799416
50,10,4,1605515328
50,11,2,1601764694
50,29,2,1606471530
50,4,1,1600131562
50,38,2,1609440913
50,40,3,1608358827
50,31,2,1600360306
50,9,2,1601594502
50,15,3,1601488303
50,42,1,1604229228
50,21,3,1609649976
50,25,3,1603147887
50,44,3,1606864684
50,34,4,1607745269
50,7,3,1604856436
50,41,2,1606234408
50,13,4,1600624773
50,6,2,1606292357
51,32,3,1606637034
51,21,2,1608737723
51,4,3,1608054515
51,20,3,1603146243
51,6,2,1604042942
51,29,3,1602431129
51,5,3,1601600720
51,15,3,1608979219
51,31,4,1608817164
51,44,2,1607602242
51,7,3,1602628973
51,8,2,1606741499
51,12,3,1600978935
51,27,3,1603401461
51,36,2,1602260791
51,41,3,1604601318
51,10,3,1607274324
51,34,3,1602752690
51,9,3,1601003510
51,22,2,1601860371
52,33,3,1607237310
52,21,2,1607139845
52,31,3,1607587973
52,37,2,1602488144
52,10,3,1605962413
52,26,3,1605839741
52,44,3,1605088539
52,42,3,1602496589
52,8,2,1600416690
52,36,3,1609266359
52,43,2,1605359462
52,1,3,1601877779
52,34,2,1601625199
52,29,4,1609397868
52,7,3,1608228736
52,23,2,1609904117
52,41,4,1609941699
52,45,3,1601308166
52,14,3,1606192357
53,39,2,1607112646
53,10,3,1604330972
53,12,2,1609551194
53,1,2,1605798273
53,13,2,1606942263
53,28,3,1604652124
53,40,2,1605227541
53,21,3,1601718562
53,9,3,1609080961
53,34,3,1604881539
53,8,3,1609878917
53,7,2,1608175576
53,4,3,1605441039
53,2,3,1606077234
54,20,3,1609011698
54,19,3,1602029341
54,3,3,1602402114
54,15,4,1601769617
54,13,3,1600880432
54,42,2,1608855603
54,27,2,1607857997
54,14,3,1607140782
54,23,3,1605983359
54,39,3,1607694867
54,12,3,1607646638
54,8,2,1605697478
54,21,2,1609872310
54,17,2,1605447483
54,31,2,1603886613
54,41,3,1604010442
55,7,2,1608821549
55,10,2,1602708685
55,13,1,1607372801
55,37,2,1607364732
55,9,4,1605102367
55,28,3,1604500328
55,26,2,1600731636
55,4,4,1606481093
55,39,3,1603216662
55,8,4,1606871574
55,33,3,1600564174
55,16,2,1601622563
55,27,3,1602465596
55,44,1,1607718454
55,29,2,1605066447
55,11,4,1607718221
56,5,1,1608437247
56,27,3,1606730713
56,16,2,1601880164
56,28,3,1604376751
56,24,3,1600110957
56,22,2,1604734071
56,13,2,1605444408
56,30,3,1609194625
56,39,3,1601195344
56,19,3,1609073936
57,39,3,1601957792
57,19,3,1605028427
57,45,3,1600431978
57,1,3,1603502646
57,22,2,1606986595
57,6,3,1601760143
57,8,3,1600029813
57,2,3,1608079823
57,26,4,1606501211
57,16,1,1608662149
57,28,3,1601615181
57,37,2,1604034649
57,3,2,1609158956
57,7,3,1606767315
57,5,1,1605001945
57,41,1,1606922795
57,27,4,1604230013
57,23,3,1606072929
57,13,2,1604051939
57,31,4,1600869953
57,12,3,1606999244
57,43,3,1604193616
57,15,2,1603439187
58,29,3,1608256327
58,4,3,1601985404
58,32,1,1607741986
58,42,2,1603779337
58,26,2,1602051723
58,35,3,1600898704
58,1,3,1608563645
58,9,3,1609418124
58,43,4,1601696609
58,17,3,1604590723
58,15,1,1602812753
58,10,4,1602118736
58,45,3,1608045409
58,33,3,1609817534
58,23,2,1605701048
58,28,3,1605638663
58,25,4,1609846521
58,24,3,1609635337
58,5,3,1602781652
58,11,3,1608836621
58,31,3,1602286319
59,25,3,1602961937
59,5,3,1603693793
59,41,3,1602553589
59,28,3,1606197649
59,43,2,1604960124
59,2,3,1608570397
59,36,2,1604170163
59,3,3,1604628656
59,13,3,1607073575
59,15,3,1606805080
59,14,3,1604215645
59,4,3,1606651154
59,44,2,1607689935
59,33,2,1607015232
59,11,2,1600078840
59,27,3,1605408647
59,16,3,1602305433
59,12,2,1605926069
59,31,3,1602087001
60,38,2,1605460388
60,31,3,1606112240
60,30,4,1601200346
60,17,3,1601760399
60,41,4,1608684509
60,1,3,1606347572
60,6,4,1606435689
60,29,3,1601069412
60,4,3,1604415743
60,3,3,1605385909
60,19,3,1600397595
60,35,3,1607734125
60,42,3,1606113100
60,21,2,1602417209
60,33,2,1600526925
